date,KQ.m@CFFEX.IC
2021-06-07,CFFEX.IC2106
2021-06-08,CFFEX.IC2106
2021-06-09,CFFEX.IC2106
2021-06-10,CFFEX.IC2106
2021-06-11,CFFEX.IC2106
2021-06-15,CFFEX.IC2106
2021-06-16,CFFEX.IC2106
2021-06-17,CFFEX.IC2107
2021-06-18,CFFEX.IC2107
2021-06-21,CFFEX.IC2107
2021-06-22,CFFEX.IC2107
2021-06-23,CFFEX.IC2107
2021-06-24,CFFEX.IC2107
2021-06-25,CFFEX.IC2107
2021-06-28,CFFEX.IC2107
2021-06-29,CFFEX.IC2107
2021-06-30,CFFEX.IC2107
2021-07-01,CFFEX.IC2107
2021-07-02,CFFEX.IC2107
2021-07-05,CFFEX.IC2107
2021-07-06,CFFEX.IC2107
2021-07-07,CFFEX.IC2107
2021-07-08,CFFEX.IC2107
2021-07-09,CFFEX.IC2107
2021-07-12,CFFEX.IC2107
2021-07-13,CFFEX.IC2107
2021-07-14,CFFEX.IC2107
2021-07-15,CFFEX.IC2108
2021-07-16,CFFEX.IC2108
2021-07-19,CFFEX.IC2108
2021-07-20,CFFEX.IC2108
2021-07-21,CFFEX.IC2108
2021-07-22,CFFEX.IC2108
2021-07-23,CFFEX.IC2108
2021-07-26,CFFEX.IC2108
2021-07-27,CFFEX.IC2108
2021-07-28,CFFEX.IC2108
2021-07-29,CFFEX.IC2108
2021-07-30,CFFEX.IC2108
2021-08-02,CFFEX.IC2108
2021-08-03,CFFEX.IC2108
2021-08-04,CFFEX.IC2108
2021-08-05,CFFEX.IC2108
2021-08-06,CFFEX.IC2108
2021-08-09,CFFEX.IC2108
2021-08-10,CFFEX.IC2108
2021-08-11,CFFEX.IC2108
2021-08-12,CFFEX.IC2108
2021-08-13,CFFEX.IC2108
2021-08-16,CFFEX.IC2108
2021-08-17,CFFEX.IC2108
2021-08-18,CFFEX.IC2108
2021-08-19,CFFEX.IC2109
2021-08-20,CFFEX.IC2109
2021-08-23,CFFEX.IC2109
2021-08-24,CFFEX.IC2109
2021-08-25,CFFEX.IC2109
2021-08-26,CFFEX.IC2109
2021-08-27,CFFEX.IC2109
2021-08-30,CFFEX.IC2109
2021-08-31,CFFEX.IC2109
2021-09-01,CFFEX.IC2109
2021-09-02,CFFEX.IC2109
2021-09-03,CFFEX.IC2109
2021-09-06,CFFEX.IC2109
2021-09-07,CFFEX.IC2109
2021-09-08,CFFEX.IC2109
2021-09-09,CFFEX.IC2109
2021-09-10,CFFEX.IC2109
2021-09-13,CFFEX.IC2109
2021-09-14,CFFEX.IC2109
2021-09-15,CFFEX.IC2109
2021-09-16,CFFEX.IC2110
2021-09-17,CFFEX.IC2110
2021-09-22,CFFEX.IC2110
2021-09-23,CFFEX.IC2110
2021-09-24,CFFEX.IC2110
2021-09-27,CFFEX.IC2110
2021-09-28,CFFEX.IC2110
2021-09-29,CFFEX.IC2110
2021-09-30,CFFEX.IC2110
2021-10-08,CFFEX.IC2110
2021-10-11,CFFEX.IC2110
2021-10-12,CFFEX.IC2110
2021-10-13,CFFEX.IC2110
2021-10-14,CFFEX.IC2111
2021-10-15,CFFEX.IC2111
2021-10-18,CFFEX.IC2111
2021-10-19,CFFEX.IC2111
2021-10-20,CFFEX.IC2111
2021-10-21,CFFEX.IC2111
2021-10-22,CFFEX.IC2111
2021-10-25,CFFEX.IC2111
2021-10-26,CFFEX.IC2111
2021-10-27,CFFEX.IC2111
2021-10-28,CFFEX.IC2111
2021-10-29,CFFEX.IC2111
2021-11-01,CFFEX.IC2111
2021-11-02,CFFEX.IC2111
2021-11-03,CFFEX.IC2111
2021-11-04,CFFEX.IC2111
2021-11-05,CFFEX.IC2111
2021-11-08,CFFEX.IC2111
2021-11-09,CFFEX.IC2111
2021-11-10,CFFEX.IC2111
2021-11-11,CFFEX.IC2111
2021-11-12,CFFEX.IC2111
2021-11-15,CFFEX.IC2111
2021-11-16,CFFEX.IC2111
2021-11-17,CFFEX.IC2111
2021-11-18,CFFEX.IC2112
2021-11-19,CFFEX.IC2112
2021-11-22,CFFEX.IC2112
2021-11-23,CFFEX.IC2112
2021-11-24,CFFEX.IC2112
2021-11-25,CFFEX.IC2112
2021-11-26,CFFEX.IC2112
2021-11-29,CFFEX.IC2112
2021-11-30,CFFEX.IC2112
2021-12-01,CFFEX.IC2112
2021-12-02,CFFEX.IC2112
2021-12-03,CFFEX.IC2112
2021-12-06,CFFEX.IC2112
2021-12-07,CFFEX.IC2112
2021-12-08,CFFEX.IC2112
2021-12-09,CFFEX.IC2112
2021-12-10,CFFEX.IC2112
2021-12-13,CFFEX.IC2112
2021-12-14,CFFEX.IC2112
2021-12-15,CFFEX.IC2112
2021-12-16,CFFEX.IC2201
2021-12-17,CFFEX.IC2201
2021-12-20,CFFEX.IC2201
2021-12-21,CFFEX.IC2201
2021-12-22,CFFEX.IC2201
2021-12-23,CFFEX.IC2201
2021-12-24,CFFEX.IC2201
2021-12-27,CFFEX.IC2201
2021-12-28,CFFEX.IC2201
2021-12-29,CFFEX.IC2201
2021-12-30,CFFEX.IC2201
2021-12-31,CFFEX.IC2201
2022-01-04,CFFEX.IC2201
2022-01-05,CFFEX.IC2201
2022-01-06,CFFEX.IC2201
2022-01-07,CFFEX.IC2201
2022-01-10,CFFEX.IC2201
2022-01-11,CFFEX.IC2201
2022-01-12,CFFEX.IC2201
2022-01-13,CFFEX.IC2201
2022-01-14,CFFEX.IC2201
2022-01-17,CFFEX.IC2201
2022-01-18,CFFEX.IC2201
2022-01-19,CFFEX.IC2201
2022-01-20,CFFEX.IC2202
2022-01-21,CFFEX.IC2202
2022-01-24,CFFEX.IC2202
2022-01-25,CFFEX.IC2202
2022-01-26,CFFEX.IC2202
2022-01-27,CFFEX.IC2202
2022-01-28,CFFEX.IC2202
2022-02-07,CFFEX.IC2202
2022-02-08,CFFEX.IC2202
2022-02-09,CFFEX.IC2202
2022-02-10,CFFEX.IC2202
2022-02-11,CFFEX.IC2202
2022-02-14,CFFEX.IC2202
2022-02-15,CFFEX.IC2202
2022-02-16,CFFEX.IC2202
2022-02-17,CFFEX.IC2203
2022-02-18,CFFEX.IC2203
2022-02-21,CFFEX.IC2203
2022-02-22,CFFEX.IC2203
2022-02-23,CFFEX.IC2203
2022-02-24,CFFEX.IC2203
2022-02-25,CFFEX.IC2203
2022-02-28,CFFEX.IC2203
2022-03-01,CFFEX.IC2203
2022-03-02,CFFEX.IC2203
2022-03-03,CFFEX.IC2203
2022-03-04,CFFEX.IC2203
2022-03-07,CFFEX.IC2203
2022-03-08,CFFEX.IC2203
2022-03-09,CFFEX.IC2203
2022-03-10,CFFEX.IC2203
2022-03-11,CFFEX.IC2203
2022-03-14,CFFEX.IC2203
2022-03-15,CFFEX.IC2203
2022-03-16,CFFEX.IC2203
2022-03-17,CFFEX.IC2204
2022-03-18,CFFEX.IC2204
2022-03-21,CFFEX.IC2204
2022-03-22,CFFEX.IC2204
2022-03-23,CFFEX.IC2204
2022-03-24,CFFEX.IC2204
2022-03-25,CFFEX.IC2204
2022-03-28,CFFEX.IC2204
2022-03-29,CFFEX.IC2204
2022-03-30,CFFEX.IC2204
2022-03-31,CFFEX.IC2204
2022-04-01,CFFEX.IC2204
2022-04-06,CFFEX.IC2204
2022-04-07,CFFEX.IC2204
2022-04-08,CFFEX.IC2204
2022-04-11,CFFEX.IC2204
2022-04-12,CFFEX.IC2204
2022-04-13,CFFEX.IC2204
2022-04-14,CFFEX.IC2205
2022-04-15,CFFEX.IC2205
2022-04-18,CFFEX.IC2205
2022-04-19,CFFEX.IC2205
2022-04-20,CFFEX.IC2205
2022-04-21,CFFEX.IC2205
2022-04-22,CFFEX.IC2205
2022-04-25,CFFEX.IC2205
2022-04-26,CFFEX.IC2205
2022-04-27,CFFEX.IC2205
2022-04-28,CFFEX.IC2205
2022-04-29,CFFEX.IC2205
2022-05-05,CFFEX.IC2205
2022-05-06,CFFEX.IC2205
2022-05-09,CFFEX.IC2205
2022-05-10,CFFEX.IC2205
2022-05-11,CFFEX.IC2205
2022-05-12,CFFEX.IC2205
2022-05-13,CFFEX.IC2205
2022-05-16,CFFEX.IC2205
2022-05-17,CFFEX.IC2205
2022-05-18,CFFEX.IC2205
2022-05-19,CFFEX.IC2206
2022-05-20,CFFEX.IC2206
2022-05-23,CFFEX.IC2206
2022-05-24,CFFEX.IC2206
2022-05-25,CFFEX.IC2206
2022-05-26,CFFEX.IC2206
2022-05-27,CFFEX.IC2206
2022-05-30,CFFEX.IC2206
2022-05-31,CFFEX.IC2206
2022-06-01,CFFEX.IC2206
2022-06-02,CFFEX.IC2206
2022-06-06,CFFEX.IC2206
2022-06-07,CFFEX.IC2206
2022-06-08,CFFEX.IC2206
2022-06-09,CFFEX.IC2206
2022-06-10,CFFEX.IC2206
2022-06-13,CFFEX.IC2206
2022-06-14,CFFEX.IC2206
2022-06-15,CFFEX.IC2206
2022-06-16,CFFEX.IC2207
2022-06-17,CFFEX.IC2207
2022-06-20,CFFEX.IC2207
2022-06-21,CFFEX.IC2207
2022-06-22,CFFEX.IC2207
2022-06-23,CFFEX.IC2207
2022-06-24,CFFEX.IC2207
2022-06-27,CFFEX.IC2207
2022-06-28,CFFEX.IC2207
2022-06-29,CFFEX.IC2207
2022-06-30,CFFEX.IC2207
2022-07-01,CFFEX.IC2207
2022-07-04,CFFEX.IC2207
2022-07-05,CFFEX.IC2207
2022-07-06,CFFEX.IC2207
2022-07-07,CFFEX.IC2207
2022-07-08,CFFEX.IC2207
2022-07-11,CFFEX.IC2207
2022-07-12,CFFEX.IC2207
2022-07-13,CFFEX.IC2207
2022-07-14,CFFEX.IC2208
2022-07-15,CFFEX.IC2208
2022-07-18,CFFEX.IC2208
2022-07-19,CFFEX.IC2208
2022-07-20,CFFEX.IC2208
2022-07-21,CFFEX.IC2208
2022-07-22,CFFEX.IC2208
2022-07-25,CFFEX.IC2208
2022-07-26,CFFEX.IC2208
2022-07-27,CFFEX.IC2208
2022-07-28,CFFEX.IC2208
2022-07-29,CFFEX.IC2208
2022-08-01,CFFEX.IC2208
2022-08-02,CFFEX.IC2208
2022-08-03,CFFEX.IC2208
2022-08-04,CFFEX.IC2208
2022-08-05,CFFEX.IC2208
2022-08-08,CFFEX.IC2208
2022-08-09,CFFEX.IC2208
2022-08-10,CFFEX.IC2208
2022-08-11,CFFEX.IC2208
2022-08-12,CFFEX.IC2208
2022-08-15,CFFEX.IC2208
2022-08-16,CFFEX.IC2208
2022-08-17,CFFEX.IC2208
2022-08-18,CFFEX.IC2209
2022-08-19,CFFEX.IC2209
2022-08-22,CFFEX.IC2209
2022-08-23,CFFEX.IC2209
2022-08-24,CFFEX.IC2209
2022-08-25,CFFEX.IC2209
2022-08-26,CFFEX.IC2209
2022-08-29,CFFEX.IC2209
2022-08-30,CFFEX.IC2209
2022-08-31,CFFEX.IC2209
2022-09-01,CFFEX.IC2209
2022-09-02,CFFEX.IC2209
2022-09-05,CFFEX.IC2209
2022-09-06,CFFEX.IC2209
2022-09-07,CFFEX.IC2209
2022-09-08,CFFEX.IC2209
2022-09-09,CFFEX.IC2209
2022-09-13,CFFEX.IC2209
2022-09-14,CFFEX.IC2209
2022-09-15,CFFEX.IC2210
2022-09-16,CFFEX.IC2210
2022-09-19,CFFEX.IC2210
2022-09-20,CFFEX.IC2210
2022-09-21,CFFEX.IC2210
2022-09-22,CFFEX.IC2210
2022-09-23,CFFEX.IC2210
2022-09-26,CFFEX.IC2210
2022-09-27,CFFEX.IC2210
2022-09-28,CFFEX.IC2210
2022-09-29,CFFEX.IC2210
2022-09-30,CFFEX.IC2210
2022-10-10,CFFEX.IC2210
2022-10-11,CFFEX.IC2210
2022-10-12,CFFEX.IC2210
2022-10-13,CFFEX.IC2210
2022-10-14,CFFEX.IC2210
2022-10-17,CFFEX.IC2210
2022-10-18,CFFEX.IC2210
2022-10-19,CFFEX.IC2210
2022-10-20,CFFEX.IC2211
2022-10-21,CFFEX.IC2211
2022-10-24,CFFEX.IC2211
2022-10-25,CFFEX.IC2211
2022-10-26,CFFEX.IC2211
2022-10-27,CFFEX.IC2211
2022-10-28,CFFEX.IC2211
2022-10-31,CFFEX.IC2211
2022-11-01,CFFEX.IC2211
2022-11-02,CFFEX.IC2211
2022-11-03,CFFEX.IC2211
2022-11-04,CFFEX.IC2211
2022-11-07,CFFEX.IC2211
2022-11-08,CFFEX.IC2211
2022-11-09,CFFEX.IC2211
2022-11-10,CFFEX.IC2211
2022-11-11,CFFEX.IC2211
2022-11-14,CFFEX.IC2211
2022-11-15,CFFEX.IC2211
2022-11-16,CFFEX.IC2211
2022-11-17,CFFEX.IC2212
2022-11-18,CFFEX.IC2212
2022-11-21,CFFEX.IC2212
2022-11-22,CFFEX.IC2212
2022-11-23,CFFEX.IC2212
2022-11-24,CFFEX.IC2212
2022-11-25,CFFEX.IC2212
2022-11-28,CFFEX.IC2212
2022-11-29,CFFEX.IC2212
2022-11-30,CFFEX.IC2212
2022-12-01,CFFEX.IC2212
2022-12-02,CFFEX.IC2212
2022-12-05,CFFEX.IC2212
2022-12-06,CFFEX.IC2212
2022-12-07,CFFEX.IC2212
2022-12-08,CFFEX.IC2212
2022-12-09,CFFEX.IC2212
2022-12-12,CFFEX.IC2212
2022-12-13,CFFEX.IC2212
2022-12-14,CFFEX.IC2212
2022-12-15,CFFEX.IC2301
2022-12-16,CFFEX.IC2301
2022-12-19,CFFEX.IC2301
2022-12-20,CFFEX.IC2301
2022-12-21,CFFEX.IC2301
2022-12-22,CFFEX.IC2301
2022-12-23,CFFEX.IC2301
2022-12-26,CFFEX.IC2301
2022-12-27,CFFEX.IC2301
2022-12-28,CFFEX.IC2301
2022-12-29,CFFEX.IC2301
2022-12-30,CFFEX.IC2301
2023-01-03,CFFEX.IC2301
2023-01-04,CFFEX.IC2301
2023-01-05,CFFEX.IC2301
2023-01-06,CFFEX.IC2301
2023-01-09,CFFEX.IC2301
2023-01-10,CFFEX.IC2301
2023-01-11,CFFEX.IC2301
2023-01-12,CFFEX.IC2301
2023-01-13,CFFEX.IC2301
2023-01-16,CFFEX.IC2301
2023-01-17,CFFEX.IC2301
2023-01-18,CFFEX.IC2301
2023-01-19,CFFEX.IC2302
2023-01-20,CFFEX.IC2302
2023-01-30,CFFEX.IC2302
2023-01-31,CFFEX.IC2302
2023-02-01,CFFEX.IC2302
2023-02-02,CFFEX.IC2302
2023-02-03,CFFEX.IC2302
2023-02-06,CFFEX.IC2302
2023-02-07,CFFEX.IC2302
2023-02-08,CFFEX.IC2302
2023-02-09,CFFEX.IC2302
2023-02-10,CFFEX.IC2302
2023-02-13,CFFEX.IC2302
2023-02-14,CFFEX.IC2302
2023-02-15,CFFEX.IC2302
2023-02-16,CFFEX.IC2303
2023-02-17,CFFEX.IC2303
2023-02-20,CFFEX.IC2303
2023-02-21,CFFEX.IC2303
2023-02-22,CFFEX.IC2303
2023-02-23,CFFEX.IC2303
2023-02-24,CFFEX.IC2303
2023-02-27,CFFEX.IC2303
2023-02-28,CFFEX.IC2303
2023-03-01,CFFEX.IC2303
2023-03-02,CFFEX.IC2303
2023-03-03,CFFEX.IC2303
2023-03-06,CFFEX.IC2303
2023-03-07,CFFEX.IC2303
2023-03-08,CFFEX.IC2303
2023-03-09,CFFEX.IC2303
2023-03-10,CFFEX.IC2303
2023-03-13,CFFEX.IC2303
2023-03-14,CFFEX.IC2303
2023-03-15,CFFEX.IC2303
2023-03-16,CFFEX.IC2304
2023-03-17,CFFEX.IC2304
2023-03-20,CFFEX.IC2304
2023-03-21,CFFEX.IC2304
2023-03-22,CFFEX.IC2304
2023-03-23,CFFEX.IC2304
2023-03-24,CFFEX.IC2304
2023-03-27,CFFEX.IC2304
2023-03-28,CFFEX.IC2304
2023-03-29,CFFEX.IC2304
2023-03-30,CFFEX.IC2304
2023-03-31,CFFEX.IC2304
2023-04-03,CFFEX.IC2304
2023-04-04,CFFEX.IC2304
2023-04-06,CFFEX.IC2304
2023-04-07,CFFEX.IC2304
2023-04-10,CFFEX.IC2304
2023-04-11,CFFEX.IC2304
2023-04-12,CFFEX.IC2304
2023-04-13,CFFEX.IC2304
2023-04-14,CFFEX.IC2304
2023-04-17,CFFEX.IC2304
2023-04-18,CFFEX.IC2304
2023-04-19,CFFEX.IC2304
2023-04-20,CFFEX.IC2305
2023-04-21,CFFEX.IC2305
2023-04-24,CFFEX.IC2305
2023-04-25,CFFEX.IC2305
2023-04-26,CFFEX.IC2305
2023-04-27,CFFEX.IC2305
2023-04-28,CFFEX.IC2305
2023-05-04,CFFEX.IC2305
2023-05-05,CFFEX.IC2305
2023-05-08,CFFEX.IC2305
2023-05-09,CFFEX.IC2305
2023-05-10,CFFEX.IC2305
2023-05-11,CFFEX.IC2305
2023-05-12,CFFEX.IC2305
2023-05-15,CFFEX.IC2305
2023-05-16,CFFEX.IC2305
2023-05-17,CFFEX.IC2305
2023-05-18,CFFEX.IC2306
2023-05-19,CFFEX.IC2306
2023-05-22,CFFEX.IC2306
2023-05-23,CFFEX.IC2306
2023-05-24,CFFEX.IC2306
2023-05-25,CFFEX.IC2306
2023-05-26,CFFEX.IC2306
2023-05-29,CFFEX.IC2306
2023-05-30,CFFEX.IC2306
2023-05-31,CFFEX.IC2306
2023-06-01,CFFEX.IC2306
2023-06-02,CFFEX.IC2306
2023-06-05,CFFEX.IC2306
2023-06-06,CFFEX.IC2306
2023-06-07,CFFEX.IC2306
2023-06-08,CFFEX.IC2306
2023-06-09,CFFEX.IC2306
2023-06-12,CFFEX.IC2306
2023-06-13,CFFEX.IC2306
2023-06-14,CFFEX.IC2306
2023-06-15,CFFEX.IC2307
2023-06-16,CFFEX.IC2307
2023-06-19,CFFEX.IC2307
2023-06-20,CFFEX.IC2307
2023-06-21,CFFEX.IC2307
2023-06-26,CFFEX.IC2307
2023-06-27,CFFEX.IC2307
2023-06-28,CFFEX.IC2307
2023-06-29,CFFEX.IC2307
2023-06-30,CFFEX.IC2307
2023-07-03,CFFEX.IC2307
2023-07-04,CFFEX.IC2307
2023-07-05,CFFEX.IC2307
2023-07-06,CFFEX.IC2307
2023-07-07,CFFEX.IC2307
2023-07-10,CFFEX.IC2307
2023-07-11,CFFEX.IC2307
2023-07-12,CFFEX.IC2307
2023-07-13,CFFEX.IC2307
2023-07-14,CFFEX.IC2307
2023-07-17,CFFEX.IC2307
2023-07-18,CFFEX.IC2307
2023-07-19,CFFEX.IC2307
2023-07-20,CFFEX.IC2308
2023-07-21,CFFEX.IC2308
2023-07-24,CFFEX.IC2308
2023-07-25,CFFEX.IC2308
2023-07-26,CFFEX.IC2308
2023-07-27,CFFEX.IC2308
2023-07-28,CFFEX.IC2308
2023-07-31,CFFEX.IC2308
2023-08-01,CFFEX.IC2308
2023-08-02,CFFEX.IC2308
2023-08-03,CFFEX.IC2308
2023-08-04,CFFEX.IC2308
2023-08-07,CFFEX.IC2308
2023-08-08,CFFEX.IC2308
2023-08-09,CFFEX.IC2308
2023-08-10,CFFEX.IC2308
2023-08-11,CFFEX.IC2308
2023-08-14,CFFEX.IC2308
2023-08-15,CFFEX.IC2308
2023-08-16,CFFEX.IC2309
2023-08-17,CFFEX.IC2309
2023-08-18,CFFEX.IC2309
2023-08-21,CFFEX.IC2309
2023-08-22,CFFEX.IC2309
2023-08-23,CFFEX.IC2309
2023-08-24,CFFEX.IC2309
2023-08-25,CFFEX.IC2309
2023-08-28,CFFEX.IC2309
2023-08-29,CFFEX.IC2309
2023-08-30,CFFEX.IC2309
2023-08-31,CFFEX.IC2309
2023-09-01,CFFEX.IC2309
2023-09-04,CFFEX.IC2309
2023-09-05,CFFEX.IC2309
2023-09-06,CFFEX.IC2309
2023-09-07,CFFEX.IC2309
2023-09-08,CFFEX.IC2309
2023-09-11,CFFEX.IC2309
2023-09-12,CFFEX.IC2309
2023-09-13,CFFEX.IC2309
2023-09-14,CFFEX.IC2310
2023-09-15,CFFEX.IC2310
2023-09-18,CFFEX.IC2310
2023-09-19,CFFEX.IC2310
2023-09-20,CFFEX.IC2310
2023-09-21,CFFEX.IC2310
2023-09-22,CFFEX.IC2310
2023-09-25,CFFEX.IC2310
2023-09-26,CFFEX.IC2310
2023-09-27,CFFEX.IC2310
2023-09-28,CFFEX.IC2310
2023-10-09,CFFEX.IC2310
2023-10-10,CFFEX.IC2310
2023-10-11,CFFEX.IC2310
2023-10-12,CFFEX.IC2310
2023-10-13,CFFEX.IC2310
2023-10-16,CFFEX.IC2310
2023-10-17,CFFEX.IC2310
2023-10-18,CFFEX.IC2310
2023-10-19,CFFEX.IC2311
2023-10-20,CFFEX.IC2311
2023-10-23,CFFEX.IC2311
2023-10-24,CFFEX.IC2311
2023-10-25,CFFEX.IC2311
2023-10-26,CFFEX.IC2311
2023-10-27,CFFEX.IC2311
2023-10-30,CFFEX.IC2311
2023-10-31,CFFEX.IC2311
2023-11-01,CFFEX.IC2311
2023-11-02,CFFEX.IC2311
2023-11-03,CFFEX.IC2311
2023-11-06,CFFEX.IC2311
2023-11-07,CFFEX.IC2311
2023-11-08,CFFEX.IC2311
2023-11-09,CFFEX.IC2311
2023-11-10,CFFEX.IC2311
2023-11-13,CFFEX.IC2311
2023-11-14,CFFEX.IC2311
2023-11-15,CFFEX.IC2311
2023-11-16,CFFEX.IC2312
2023-11-17,CFFEX.IC2312
2023-11-20,CFFEX.IC2312
2023-11-21,CFFEX.IC2312
2023-11-22,CFFEX.IC2312
2023-11-23,CFFEX.IC2312
2023-11-24,CFFEX.IC2312
2023-11-27,CFFEX.IC2312
2023-11-28,CFFEX.IC2312
2023-11-29,CFFEX.IC2312
2023-11-30,CFFEX.IC2312
2023-12-01,CFFEX.IC2312
2023-12-04,CFFEX.IC2312
2023-12-05,CFFEX.IC2312
2023-12-06,CFFEX.IC2312
2023-12-07,CFFEX.IC2312
2023-12-08,CFFEX.IC2312
2023-12-11,CFFEX.IC2312
2023-12-12,CFFEX.IC2312
2023-12-13,CFFEX.IC2312
2023-12-14,CFFEX.IC2401
2023-12-15,CFFEX.IC2401
2023-12-18,CFFEX.IC2401
2023-12-19,CFFEX.IC2401
2023-12-20,CFFEX.IC2401
2023-12-21,CFFEX.IC2401
2023-12-22,CFFEX.IC2401
2023-12-25,CFFEX.IC2401
2023-12-26,CFFEX.IC2401
2023-12-27,CFFEX.IC2401
2023-12-28,CFFEX.IC2401
2023-12-29,CFFEX.IC2401
2024-01-02,CFFEX.IC2401
2024-01-03,CFFEX.IC2401
2024-01-04,CFFEX.IC2401
2024-01-05,CFFEX.IC2401
2024-01-08,CFFEX.IC2401
2024-01-09,CFFEX.IC2401
2024-01-10,CFFEX.IC2401
2024-01-11,CFFEX.IC2401
2024-01-12,CFFEX.IC2401
2024-01-15,CFFEX.IC2401
2024-01-16,CFFEX.IC2401
2024-01-17,CFFEX.IC2401
2024-01-18,CFFEX.IC2402
2024-01-19,CFFEX.IC2402
2024-01-22,CFFEX.IC2402
2024-01-23,CFFEX.IC2402
2024-01-24,CFFEX.IC2402
2024-01-25,CFFEX.IC2402
2024-01-26,CFFEX.IC2402
2024-01-29,CFFEX.IC2402
2024-01-30,CFFEX.IC2402
2024-01-31,CFFEX.IC2402
2024-02-01,CFFEX.IC2402
2024-02-02,CFFEX.IC2402
2024-02-05,CFFEX.IC2402
2024-02-06,CFFEX.IC2402
2024-02-07,CFFEX.IC2403
2024-02-08,CFFEX.IC2403
2024-02-19,CFFEX.IC2403
2024-02-20,CFFEX.IC2403
2024-02-21,CFFEX.IC2403
2024-02-22,CFFEX.IC2403
2024-02-23,CFFEX.IC2403
2024-02-26,CFFEX.IC2403
2024-02-27,CFFEX.IC2403
2024-02-28,CFFEX.IC2403
2024-02-29,CFFEX.IC2403
2024-03-01,CFFEX.IC2403
2024-03-04,CFFEX.IC2403
2024-03-05,CFFEX.IC2403
2024-03-06,CFFEX.IC2403
2024-03-07,CFFEX.IC2403
2024-03-08,CFFEX.IC2403
2024-03-11,CFFEX.IC2403
2024-03-12,CFFEX.IC2403
2024-03-13,CFFEX.IC2403
2024-03-14,CFFEX.IC2404
2024-03-15,CFFEX.IC2404
2024-03-18,CFFEX.IC2404
2024-03-19,CFFEX.IC2404
2024-03-20,CFFEX.IC2404
2024-03-21,CFFEX.IC2404
2024-03-22,CFFEX.IC2404
2024-03-25,CFFEX.IC2404
2024-03-26,CFFEX.IC2404
2024-03-27,CFFEX.IC2404
2024-03-28,CFFEX.IC2404
2024-03-29,CFFEX.IC2404
2024-04-01,CFFEX.IC2404
2024-04-02,CFFEX.IC2404
2024-04-03,CFFEX.IC2404
2024-04-08,CFFEX.IC2404
2024-04-09,CFFEX.IC2404
2024-04-10,CFFEX.IC2404
2024-04-11,CFFEX.IC2404
2024-04-12,CFFEX.IC2404
2024-04-15,CFFEX.IC2404
2024-04-16,CFFEX.IC2404
2024-04-17,CFFEX.IC2404
2024-04-18,CFFEX.IC2405
2024-04-19,CFFEX.IC2405
2024-04-22,CFFEX.IC2405
2024-04-23,CFFEX.IC2405
2024-04-24,CFFEX.IC2405
2024-04-25,CFFEX.IC2405
2024-04-26,CFFEX.IC2405
2024-04-29,CFFEX.IC2405
2024-04-30,CFFEX.IC2405
2024-05-06,CFFEX.IC2405
2024-05-07,CFFEX.IC2405
2024-05-08,CFFEX.IC2405
2024-05-09,CFFEX.IC2405
2024-05-10,CFFEX.IC2405
2024-05-13,CFFEX.IC2405
2024-05-14,CFFEX.IC2405
2024-05-15,CFFEX.IC2405
2024-05-16,CFFEX.IC2406
2024-05-17,CFFEX.IC2406
2024-05-20,CFFEX.IC2406
2024-05-21,CFFEX.IC2406
2024-05-22,CFFEX.IC2406
2024-05-23,CFFEX.IC2406
2024-05-24,CFFEX.IC2406
2024-05-27,CFFEX.IC2406
2024-05-28,CFFEX.IC2406
2024-05-29,CFFEX.IC2406
2024-05-30,CFFEX.IC2406
2024-05-31,CFFEX.IC2406
2024-06-03,CFFEX.IC2406
2024-06-04,CFFEX.IC2406
2024-06-05,CFFEX.IC2406
2024-06-06,CFFEX.IC2406
2024-06-07,CFFEX.IC2406
2024-06-11,CFFEX.IC2406
2024-06-12,CFFEX.IC2406
2024-06-13,CFFEX.IC2406
2024-06-14,CFFEX.IC2406
2024-06-17,CFFEX.IC2406
2024-06-18,CFFEX.IC2406
2024-06-19,CFFEX.IC2406
2024-06-20,CFFEX.IC2407
2024-06-21,CFFEX.IC2407
2024-06-24,CFFEX.IC2407
2024-06-25,CFFEX.IC2407
2024-06-26,CFFEX.IC2407
2024-06-27,CFFEX.IC2407
2024-06-28,CFFEX.IC2407
2024-07-01,CFFEX.IC2407
2024-07-02,CFFEX.IC2407
2024-07-03,CFFEX.IC2407
2024-07-04,CFFEX.IC2407
2024-07-05,CFFEX.IC2407
2024-07-08,CFFEX.IC2407
2024-07-09,CFFEX.IC2407
2024-07-10,CFFEX.IC2407
2024-07-11,CFFEX.IC2407
2024-07-12,CFFEX.IC2407
2024-07-15,CFFEX.IC2407
2024-07-16,CFFEX.IC2407
2024-07-17,CFFEX.IC2407
2024-07-18,CFFEX.IC2408
2024-07-19,CFFEX.IC2408
2024-07-22,CFFEX.IC2408
2024-07-23,CFFEX.IC2408
2024-07-24,CFFEX.IC2408
2024-07-25,CFFEX.IC2408
2024-07-26,CFFEX.IC2408
2024-07-29,CFFEX.IC2408
2024-07-30,CFFEX.IC2408
2024-07-31,CFFEX.IC2408
2024-08-01,CFFEX.IC2408
2024-08-02,CFFEX.IC2408
2024-08-05,CFFEX.IC2408
2024-08-06,CFFEX.IC2408
2024-08-07,CFFEX.IC2408
2024-08-08,CFFEX.IC2408
2024-08-09,CFFEX.IC2408
2024-08-12,CFFEX.IC2408
2024-08-13,CFFEX.IC2408
2024-08-14,CFFEX.IC2408
