datetime,KQ.m@CFFEX.IC,expire_rest_days
2019-10-31 00:00:00+08:00,CFFEX.IC1911,16
2019-11-01 00:00:00+08:00,CFFEX.IC1911,15
2019-11-04 00:00:00+08:00,CFFEX.IC1911,14
2019-11-05 00:00:00+08:00,CFFEX.IC1911,11
2019-11-06 00:00:00+08:00,CFFEX.IC1911,10
2019-11-07 00:00:00+08:00,CFFEX.IC1911,9
2019-11-08 00:00:00+08:00,CFFEX.IC1911,8
2019-11-11 00:00:00+08:00,CFFEX.IC1911,7
2019-11-12 00:00:00+08:00,CFFEX.IC1911,4
2019-11-13 00:00:00+08:00,CFFEX.IC1911,3
2019-11-14 00:00:00+08:00,CFFEX.IC1912,37
2019-11-15 00:00:00+08:00,CFFEX.IC1912,36
2019-11-18 00:00:00+08:00,CFFEX.IC1912,35
2019-11-19 00:00:00+08:00,CFFEX.IC1912,32
2019-11-20 00:00:00+08:00,CFFEX.IC1912,31
2019-11-21 00:00:00+08:00,CFFEX.IC1912,30
2019-11-22 00:00:00+08:00,CFFEX.IC1912,29
2019-11-25 00:00:00+08:00,CFFEX.IC1912,28
2019-11-26 00:00:00+08:00,CFFEX.IC1912,25
2019-11-27 00:00:00+08:00,CFFEX.IC1912,24
2019-11-28 00:00:00+08:00,CFFEX.IC1912,23
2019-11-29 00:00:00+08:00,CFFEX.IC1912,22
2019-12-02 00:00:00+08:00,CFFEX.IC1912,21
2019-12-03 00:00:00+08:00,CFFEX.IC1912,18
2019-12-04 00:00:00+08:00,CFFEX.IC1912,17
2019-12-05 00:00:00+08:00,CFFEX.IC1912,16
2019-12-06 00:00:00+08:00,CFFEX.IC1912,15
2019-12-09 00:00:00+08:00,CFFEX.IC1912,14
2019-12-10 00:00:00+08:00,CFFEX.IC1912,11
2019-12-11 00:00:00+08:00,CFFEX.IC1912,10
2019-12-12 00:00:00+08:00,CFFEX.IC1912,9
2019-12-13 00:00:00+08:00,CFFEX.IC1912,8
2019-12-16 00:00:00+08:00,CFFEX.IC1912,7
2019-12-17 00:00:00+08:00,CFFEX.IC1912,4
2019-12-18 00:00:00+08:00,CFFEX.IC1912,3
2019-12-19 00:00:00+08:00,CFFEX.IC2001,30
2019-12-20 00:00:00+08:00,CFFEX.IC2001,29
2019-12-23 00:00:00+08:00,CFFEX.IC2001,28
2019-12-24 00:00:00+08:00,CFFEX.IC2001,25
2019-12-25 00:00:00+08:00,CFFEX.IC2001,24
2019-12-26 00:00:00+08:00,CFFEX.IC2001,23
2019-12-27 00:00:00+08:00,CFFEX.IC2001,22
2019-12-30 00:00:00+08:00,CFFEX.IC2001,21
2019-12-31 00:00:00+08:00,CFFEX.IC2001,18
2020-01-02 00:00:00+08:00,CFFEX.IC2001,16
2020-01-03 00:00:00+08:00,CFFEX.IC2001,15
2020-01-06 00:00:00+08:00,CFFEX.IC2001,14
2020-01-07 00:00:00+08:00,CFFEX.IC2001,11
2020-01-08 00:00:00+08:00,CFFEX.IC2001,10
2020-01-09 00:00:00+08:00,CFFEX.IC2001,9
2020-01-10 00:00:00+08:00,CFFEX.IC2001,8
2020-01-13 00:00:00+08:00,CFFEX.IC2001,7
2020-01-14 00:00:00+08:00,CFFEX.IC2001,4
2020-01-15 00:00:00+08:00,CFFEX.IC2001,3
2020-01-16 00:00:00+08:00,CFFEX.IC2001,2
2020-01-17 00:00:00+08:00,CFFEX.IC2002,36
2020-01-20 00:00:00+08:00,CFFEX.IC2002,35
2020-01-21 00:00:00+08:00,CFFEX.IC2002,32
2020-01-22 00:00:00+08:00,CFFEX.IC2002,31
2020-01-23 00:00:00+08:00,CFFEX.IC2002,30
2020-02-03 00:00:00+08:00,CFFEX.IC2002,21
2020-02-04 00:00:00+08:00,CFFEX.IC2002,18
2020-02-05 00:00:00+08:00,CFFEX.IC2002,17
2020-02-06 00:00:00+08:00,CFFEX.IC2002,16
2020-02-07 00:00:00+08:00,CFFEX.IC2002,15
2020-02-10 00:00:00+08:00,CFFEX.IC2002,14
2020-02-11 00:00:00+08:00,CFFEX.IC2002,11
2020-02-12 00:00:00+08:00,CFFEX.IC2002,10
2020-02-13 00:00:00+08:00,CFFEX.IC2002,9
2020-02-14 00:00:00+08:00,CFFEX.IC2002,8
2020-02-17 00:00:00+08:00,CFFEX.IC2002,7
2020-02-18 00:00:00+08:00,CFFEX.IC2002,4
2020-02-19 00:00:00+08:00,CFFEX.IC2003,31
2020-02-20 00:00:00+08:00,CFFEX.IC2003,30
2020-02-21 00:00:00+08:00,CFFEX.IC2003,29
2020-02-24 00:00:00+08:00,CFFEX.IC2003,28
2020-02-25 00:00:00+08:00,CFFEX.IC2003,25
2020-02-26 00:00:00+08:00,CFFEX.IC2003,24
2020-02-27 00:00:00+08:00,CFFEX.IC2003,23
2020-02-28 00:00:00+08:00,CFFEX.IC2003,22
2020-03-02 00:00:00+08:00,CFFEX.IC2003,21
2020-03-03 00:00:00+08:00,CFFEX.IC2003,18
2020-03-04 00:00:00+08:00,CFFEX.IC2003,17
2020-03-05 00:00:00+08:00,CFFEX.IC2003,16
2020-03-06 00:00:00+08:00,CFFEX.IC2003,15
2020-03-09 00:00:00+08:00,CFFEX.IC2003,14
2020-03-10 00:00:00+08:00,CFFEX.IC2003,11
2020-03-11 00:00:00+08:00,CFFEX.IC2003,10
2020-03-12 00:00:00+08:00,CFFEX.IC2003,9
2020-03-13 00:00:00+08:00,CFFEX.IC2003,8
2020-03-16 00:00:00+08:00,CFFEX.IC2003,7
2020-03-17 00:00:00+08:00,CFFEX.IC2003,4
2020-03-18 00:00:00+08:00,CFFEX.IC2003,3
2020-03-19 00:00:00+08:00,CFFEX.IC2004,30
2020-03-20 00:00:00+08:00,CFFEX.IC2004,29
2020-03-23 00:00:00+08:00,CFFEX.IC2004,28
2020-03-24 00:00:00+08:00,CFFEX.IC2004,25
2020-03-25 00:00:00+08:00,CFFEX.IC2004,24
2020-03-26 00:00:00+08:00,CFFEX.IC2004,23
2020-03-27 00:00:00+08:00,CFFEX.IC2004,22
2020-03-30 00:00:00+08:00,CFFEX.IC2004,21
2020-03-31 00:00:00+08:00,CFFEX.IC2004,18
2020-04-01 00:00:00+08:00,CFFEX.IC2004,17
2020-04-02 00:00:00+08:00,CFFEX.IC2004,16
2020-04-03 00:00:00+08:00,CFFEX.IC2004,15
2020-04-07 00:00:00+08:00,CFFEX.IC2004,11
2020-04-08 00:00:00+08:00,CFFEX.IC2004,10
2020-04-09 00:00:00+08:00,CFFEX.IC2004,9
2020-04-10 00:00:00+08:00,CFFEX.IC2004,8
2020-04-13 00:00:00+08:00,CFFEX.IC2004,7
2020-04-14 00:00:00+08:00,CFFEX.IC2004,4
2020-04-15 00:00:00+08:00,CFFEX.IC2004,3
2020-04-16 00:00:00+08:00,CFFEX.IC2004,2
2020-04-17 00:00:00+08:00,CFFEX.IC2005,29
2020-04-20 00:00:00+08:00,CFFEX.IC2005,28
2020-04-21 00:00:00+08:00,CFFEX.IC2005,25
2020-04-22 00:00:00+08:00,CFFEX.IC2005,24
2020-04-23 00:00:00+08:00,CFFEX.IC2005,23
2020-04-24 00:00:00+08:00,CFFEX.IC2005,22
2020-04-27 00:00:00+08:00,CFFEX.IC2005,21
2020-04-28 00:00:00+08:00,CFFEX.IC2005,18
2020-04-29 00:00:00+08:00,CFFEX.IC2005,17
2020-04-30 00:00:00+08:00,CFFEX.IC2005,16
2020-05-06 00:00:00+08:00,CFFEX.IC2005,10
2020-05-07 00:00:00+08:00,CFFEX.IC2005,9
2020-05-08 00:00:00+08:00,CFFEX.IC2005,8
2020-05-11 00:00:00+08:00,CFFEX.IC2005,7
2020-05-12 00:00:00+08:00,CFFEX.IC2005,4
2020-05-13 00:00:00+08:00,CFFEX.IC2005,3
2020-05-14 00:00:00+08:00,CFFEX.IC2006,37
2020-05-15 00:00:00+08:00,CFFEX.IC2006,36
2020-05-18 00:00:00+08:00,CFFEX.IC2006,35
2020-05-19 00:00:00+08:00,CFFEX.IC2006,32
2020-05-20 00:00:00+08:00,CFFEX.IC2006,31
2020-05-21 00:00:00+08:00,CFFEX.IC2006,30
2020-05-22 00:00:00+08:00,CFFEX.IC2006,29
2020-05-25 00:00:00+08:00,CFFEX.IC2006,28
2020-05-26 00:00:00+08:00,CFFEX.IC2006,25
2020-05-27 00:00:00+08:00,CFFEX.IC2006,24
2020-05-28 00:00:00+08:00,CFFEX.IC2006,23
2020-05-29 00:00:00+08:00,CFFEX.IC2006,22
2020-06-01 00:00:00+08:00,CFFEX.IC2006,21
2020-06-02 00:00:00+08:00,CFFEX.IC2006,18
2020-06-03 00:00:00+08:00,CFFEX.IC2006,17
2020-06-04 00:00:00+08:00,CFFEX.IC2006,16
2020-06-05 00:00:00+08:00,CFFEX.IC2006,15
2020-06-08 00:00:00+08:00,CFFEX.IC2006,14
2020-06-09 00:00:00+08:00,CFFEX.IC2006,11
2020-06-10 00:00:00+08:00,CFFEX.IC2006,10
2020-06-11 00:00:00+08:00,CFFEX.IC2006,9
2020-06-12 00:00:00+08:00,CFFEX.IC2006,8
2020-06-15 00:00:00+08:00,CFFEX.IC2006,7
2020-06-16 00:00:00+08:00,CFFEX.IC2006,4
2020-06-17 00:00:00+08:00,CFFEX.IC2006,3
2020-06-18 00:00:00+08:00,CFFEX.IC2007,30
2020-06-19 00:00:00+08:00,CFFEX.IC2007,29
2020-06-22 00:00:00+08:00,CFFEX.IC2007,28
2020-06-23 00:00:00+08:00,CFFEX.IC2007,25
2020-06-24 00:00:00+08:00,CFFEX.IC2007,24
2020-06-29 00:00:00+08:00,CFFEX.IC2007,21
2020-06-30 00:00:00+08:00,CFFEX.IC2007,18
2020-07-01 00:00:00+08:00,CFFEX.IC2007,17
2020-07-02 00:00:00+08:00,CFFEX.IC2007,16
2020-07-03 00:00:00+08:00,CFFEX.IC2007,15
2020-07-06 00:00:00+08:00,CFFEX.IC2007,14
2020-07-07 00:00:00+08:00,CFFEX.IC2007,11
2020-07-08 00:00:00+08:00,CFFEX.IC2007,10
2020-07-09 00:00:00+08:00,CFFEX.IC2007,9
2020-07-10 00:00:00+08:00,CFFEX.IC2007,8
2020-07-13 00:00:00+08:00,CFFEX.IC2007,7
2020-07-14 00:00:00+08:00,CFFEX.IC2007,4
2020-07-15 00:00:00+08:00,CFFEX.IC2007,3
2020-07-16 00:00:00+08:00,CFFEX.IC2008,37
2020-07-17 00:00:00+08:00,CFFEX.IC2008,36
2020-07-20 00:00:00+08:00,CFFEX.IC2008,35
2020-07-21 00:00:00+08:00,CFFEX.IC2008,32
2020-07-22 00:00:00+08:00,CFFEX.IC2008,31
2020-07-23 00:00:00+08:00,CFFEX.IC2008,30
2020-07-24 00:00:00+08:00,CFFEX.IC2008,29
2020-07-27 00:00:00+08:00,CFFEX.IC2008,28
2020-07-28 00:00:00+08:00,CFFEX.IC2008,25
2020-07-29 00:00:00+08:00,CFFEX.IC2008,24
2020-07-30 00:00:00+08:00,CFFEX.IC2008,23
2020-07-31 00:00:00+08:00,CFFEX.IC2008,22
2020-08-03 00:00:00+08:00,CFFEX.IC2008,21
2020-08-04 00:00:00+08:00,CFFEX.IC2008,18
2020-08-05 00:00:00+08:00,CFFEX.IC2008,17
2020-08-06 00:00:00+08:00,CFFEX.IC2008,16
2020-08-07 00:00:00+08:00,CFFEX.IC2008,15
2020-08-10 00:00:00+08:00,CFFEX.IC2008,14
2020-08-11 00:00:00+08:00,CFFEX.IC2008,11
2020-08-12 00:00:00+08:00,CFFEX.IC2008,10
2020-08-13 00:00:00+08:00,CFFEX.IC2008,9
2020-08-14 00:00:00+08:00,CFFEX.IC2008,8
2020-08-17 00:00:00+08:00,CFFEX.IC2008,7
2020-08-18 00:00:00+08:00,CFFEX.IC2008,4
2020-08-19 00:00:00+08:00,CFFEX.IC2008,3
2020-08-20 00:00:00+08:00,CFFEX.IC2009,30
2020-08-21 00:00:00+08:00,CFFEX.IC2009,29
2020-08-24 00:00:00+08:00,CFFEX.IC2009,28
2020-08-25 00:00:00+08:00,CFFEX.IC2009,25
2020-08-26 00:00:00+08:00,CFFEX.IC2009,24
2020-08-27 00:00:00+08:00,CFFEX.IC2009,23
2020-08-28 00:00:00+08:00,CFFEX.IC2009,22
2020-08-31 00:00:00+08:00,CFFEX.IC2009,21
2020-09-01 00:00:00+08:00,CFFEX.IC2009,18
2020-09-02 00:00:00+08:00,CFFEX.IC2009,17
2020-09-03 00:00:00+08:00,CFFEX.IC2009,16
2020-09-04 00:00:00+08:00,CFFEX.IC2009,15
2020-09-07 00:00:00+08:00,CFFEX.IC2009,14
2020-09-08 00:00:00+08:00,CFFEX.IC2009,11
2020-09-09 00:00:00+08:00,CFFEX.IC2009,10
2020-09-10 00:00:00+08:00,CFFEX.IC2009,9
2020-09-11 00:00:00+08:00,CFFEX.IC2009,8
2020-09-14 00:00:00+08:00,CFFEX.IC2009,7
2020-09-15 00:00:00+08:00,CFFEX.IC2009,4
2020-09-16 00:00:00+08:00,CFFEX.IC2009,3
2020-09-17 00:00:00+08:00,CFFEX.IC2010,30
2020-09-18 00:00:00+08:00,CFFEX.IC2010,29
2020-09-21 00:00:00+08:00,CFFEX.IC2010,28
2020-09-22 00:00:00+08:00,CFFEX.IC2010,25
2020-09-23 00:00:00+08:00,CFFEX.IC2010,24
2020-09-24 00:00:00+08:00,CFFEX.IC2010,23
2020-09-25 00:00:00+08:00,CFFEX.IC2010,22
2020-09-28 00:00:00+08:00,CFFEX.IC2010,21
2020-09-29 00:00:00+08:00,CFFEX.IC2010,18
2020-09-30 00:00:00+08:00,CFFEX.IC2010,17
2020-10-09 00:00:00+08:00,CFFEX.IC2010,8
2020-10-12 00:00:00+08:00,CFFEX.IC2010,7
2020-10-13 00:00:00+08:00,CFFEX.IC2010,4
2020-10-14 00:00:00+08:00,CFFEX.IC2010,3
2020-10-15 00:00:00+08:00,CFFEX.IC2010,2
2020-10-16 00:00:00+08:00,CFFEX.IC2011,36
2020-10-19 00:00:00+08:00,CFFEX.IC2011,35
2020-10-20 00:00:00+08:00,CFFEX.IC2011,32
2020-10-21 00:00:00+08:00,CFFEX.IC2011,31
2020-10-22 00:00:00+08:00,CFFEX.IC2011,30
2020-10-23 00:00:00+08:00,CFFEX.IC2011,29
2020-10-26 00:00:00+08:00,CFFEX.IC2011,28
2020-10-27 00:00:00+08:00,CFFEX.IC2011,25
2020-10-28 00:00:00+08:00,CFFEX.IC2011,24
2020-10-29 00:00:00+08:00,CFFEX.IC2011,23
2020-10-30 00:00:00+08:00,CFFEX.IC2011,22
2020-11-02 00:00:00+08:00,CFFEX.IC2011,21
2020-11-03 00:00:00+08:00,CFFEX.IC2011,18
2020-11-04 00:00:00+08:00,CFFEX.IC2011,17
2020-11-05 00:00:00+08:00,CFFEX.IC2011,16
2020-11-06 00:00:00+08:00,CFFEX.IC2011,15
2020-11-09 00:00:00+08:00,CFFEX.IC2011,14
2020-11-10 00:00:00+08:00,CFFEX.IC2011,11
2020-11-11 00:00:00+08:00,CFFEX.IC2011,10
2020-11-12 00:00:00+08:00,CFFEX.IC2011,9
2020-11-13 00:00:00+08:00,CFFEX.IC2011,8
2020-11-16 00:00:00+08:00,CFFEX.IC2011,7
2020-11-17 00:00:00+08:00,CFFEX.IC2011,4
2020-11-18 00:00:00+08:00,CFFEX.IC2011,3
2020-11-19 00:00:00+08:00,CFFEX.IC2012,30
2020-11-20 00:00:00+08:00,CFFEX.IC2012,29
2020-11-23 00:00:00+08:00,CFFEX.IC2012,28
2020-11-24 00:00:00+08:00,CFFEX.IC2012,25
2020-11-25 00:00:00+08:00,CFFEX.IC2012,24
2020-11-26 00:00:00+08:00,CFFEX.IC2012,23
2020-11-27 00:00:00+08:00,CFFEX.IC2012,22
2020-11-30 00:00:00+08:00,CFFEX.IC2012,21
2020-12-01 00:00:00+08:00,CFFEX.IC2012,18
2020-12-02 00:00:00+08:00,CFFEX.IC2012,17
2020-12-03 00:00:00+08:00,CFFEX.IC2012,16
2020-12-04 00:00:00+08:00,CFFEX.IC2012,15
2020-12-07 00:00:00+08:00,CFFEX.IC2012,14
2020-12-08 00:00:00+08:00,CFFEX.IC2012,11
2020-12-09 00:00:00+08:00,CFFEX.IC2012,10
2020-12-10 00:00:00+08:00,CFFEX.IC2012,9
2020-12-11 00:00:00+08:00,CFFEX.IC2012,8
2020-12-14 00:00:00+08:00,CFFEX.IC2012,7
2020-12-15 00:00:00+08:00,CFFEX.IC2012,4
2020-12-16 00:00:00+08:00,CFFEX.IC2012,3
2020-12-17 00:00:00+08:00,CFFEX.IC2012,2
2020-12-18 00:00:00+08:00,CFFEX.IC2101,29
2020-12-21 00:00:00+08:00,CFFEX.IC2101,28
2020-12-22 00:00:00+08:00,CFFEX.IC2101,25
2020-12-23 00:00:00+08:00,CFFEX.IC2101,24
2020-12-24 00:00:00+08:00,CFFEX.IC2101,23
2020-12-25 00:00:00+08:00,CFFEX.IC2101,22
2020-12-28 00:00:00+08:00,CFFEX.IC2101,21
2020-12-29 00:00:00+08:00,CFFEX.IC2101,18
2020-12-30 00:00:00+08:00,CFFEX.IC2101,17
2020-12-31 00:00:00+08:00,CFFEX.IC2101,16
2021-01-04 00:00:00+08:00,CFFEX.IC2101,14
2021-01-05 00:00:00+08:00,CFFEX.IC2101,11
2021-01-06 00:00:00+08:00,CFFEX.IC2101,10
2021-01-07 00:00:00+08:00,CFFEX.IC2101,9
2021-01-08 00:00:00+08:00,CFFEX.IC2101,8
2021-01-11 00:00:00+08:00,CFFEX.IC2101,7
2021-01-12 00:00:00+08:00,CFFEX.IC2101,4
2021-01-13 00:00:00+08:00,CFFEX.IC2101,3
2021-01-14 00:00:00+08:00,CFFEX.IC2101,2
2021-01-15 00:00:00+08:00,CFFEX.IC2102,36
2021-01-18 00:00:00+08:00,CFFEX.IC2102,35
2021-01-19 00:00:00+08:00,CFFEX.IC2102,32
2021-01-20 00:00:00+08:00,CFFEX.IC2102,31
2021-01-21 00:00:00+08:00,CFFEX.IC2102,30
2021-01-22 00:00:00+08:00,CFFEX.IC2102,29
2021-01-25 00:00:00+08:00,CFFEX.IC2102,28
2021-01-26 00:00:00+08:00,CFFEX.IC2102,25
2021-01-27 00:00:00+08:00,CFFEX.IC2102,24
2021-01-28 00:00:00+08:00,CFFEX.IC2102,23
2021-01-29 00:00:00+08:00,CFFEX.IC2102,22
2021-02-01 00:00:00+08:00,CFFEX.IC2102,21
2021-02-02 00:00:00+08:00,CFFEX.IC2102,18
2021-02-03 00:00:00+08:00,CFFEX.IC2102,17
2021-02-04 00:00:00+08:00,CFFEX.IC2102,16
2021-02-05 00:00:00+08:00,CFFEX.IC2102,15
2021-02-08 00:00:00+08:00,CFFEX.IC2102,14
2021-02-09 00:00:00+08:00,CFFEX.IC2102,11
2021-02-10 00:00:00+08:00,CFFEX.IC2102,10
2021-02-18 00:00:00+08:00,CFFEX.IC2102,2
2021-02-19 00:00:00+08:00,CFFEX.IC2103,29
2021-02-22 00:00:00+08:00,CFFEX.IC2103,28
2021-02-23 00:00:00+08:00,CFFEX.IC2103,25
2021-02-24 00:00:00+08:00,CFFEX.IC2103,24
2021-02-25 00:00:00+08:00,CFFEX.IC2103,23
2021-02-26 00:00:00+08:00,CFFEX.IC2103,22
2021-03-01 00:00:00+08:00,CFFEX.IC2103,21
2021-03-02 00:00:00+08:00,CFFEX.IC2103,18
2021-03-03 00:00:00+08:00,CFFEX.IC2103,17
2021-03-04 00:00:00+08:00,CFFEX.IC2103,16
2021-03-05 00:00:00+08:00,CFFEX.IC2103,15
2021-03-08 00:00:00+08:00,CFFEX.IC2103,14
2021-03-09 00:00:00+08:00,CFFEX.IC2103,11
2021-03-10 00:00:00+08:00,CFFEX.IC2103,10
2021-03-11 00:00:00+08:00,CFFEX.IC2103,9
2021-03-12 00:00:00+08:00,CFFEX.IC2103,8
2021-03-15 00:00:00+08:00,CFFEX.IC2103,7
2021-03-16 00:00:00+08:00,CFFEX.IC2103,4
2021-03-17 00:00:00+08:00,CFFEX.IC2103,3
2021-03-18 00:00:00+08:00,CFFEX.IC2103,2
2021-03-19 00:00:00+08:00,CFFEX.IC2104,29
2021-03-22 00:00:00+08:00,CFFEX.IC2104,28
2021-03-23 00:00:00+08:00,CFFEX.IC2104,25
2021-03-24 00:00:00+08:00,CFFEX.IC2104,24
2021-03-25 00:00:00+08:00,CFFEX.IC2104,23
2021-03-26 00:00:00+08:00,CFFEX.IC2104,22
2021-03-29 00:00:00+08:00,CFFEX.IC2104,21
2021-03-30 00:00:00+08:00,CFFEX.IC2104,18
2021-03-31 00:00:00+08:00,CFFEX.IC2104,17
2021-04-01 00:00:00+08:00,CFFEX.IC2104,16
2021-04-02 00:00:00+08:00,CFFEX.IC2104,15
2021-04-06 00:00:00+08:00,CFFEX.IC2104,11
2021-04-07 00:00:00+08:00,CFFEX.IC2104,10
2021-04-08 00:00:00+08:00,CFFEX.IC2104,9
2021-04-09 00:00:00+08:00,CFFEX.IC2104,8
2021-04-12 00:00:00+08:00,CFFEX.IC2104,7
2021-04-13 00:00:00+08:00,CFFEX.IC2104,4
2021-04-14 00:00:00+08:00,CFFEX.IC2104,3
2021-04-15 00:00:00+08:00,CFFEX.IC2105,37
2021-04-16 00:00:00+08:00,CFFEX.IC2105,36
2021-04-19 00:00:00+08:00,CFFEX.IC2105,35
2021-04-20 00:00:00+08:00,CFFEX.IC2105,32
2021-04-21 00:00:00+08:00,CFFEX.IC2105,31
2021-04-22 00:00:00+08:00,CFFEX.IC2105,30
2021-04-23 00:00:00+08:00,CFFEX.IC2105,29
2021-04-26 00:00:00+08:00,CFFEX.IC2105,28
2021-04-27 00:00:00+08:00,CFFEX.IC2105,25
2021-04-28 00:00:00+08:00,CFFEX.IC2105,24
2021-04-29 00:00:00+08:00,CFFEX.IC2105,23
2021-04-30 00:00:00+08:00,CFFEX.IC2105,22
2021-05-06 00:00:00+08:00,CFFEX.IC2105,16
2021-05-07 00:00:00+08:00,CFFEX.IC2105,15
2021-05-10 00:00:00+08:00,CFFEX.IC2105,14
2021-05-11 00:00:00+08:00,CFFEX.IC2105,11
2021-05-12 00:00:00+08:00,CFFEX.IC2105,10
2021-05-13 00:00:00+08:00,CFFEX.IC2105,9
2021-05-14 00:00:00+08:00,CFFEX.IC2105,8
2021-05-17 00:00:00+08:00,CFFEX.IC2105,7
2021-05-18 00:00:00+08:00,CFFEX.IC2105,4
2021-05-19 00:00:00+08:00,CFFEX.IC2105,3
2021-05-20 00:00:00+08:00,CFFEX.IC2106,30
2021-05-21 00:00:00+08:00,CFFEX.IC2106,29
2021-05-24 00:00:00+08:00,CFFEX.IC2106,28
2021-05-25 00:00:00+08:00,CFFEX.IC2106,25
2021-05-26 00:00:00+08:00,CFFEX.IC2106,24
2021-05-27 00:00:00+08:00,CFFEX.IC2106,23
2021-05-28 00:00:00+08:00,CFFEX.IC2106,22
2021-05-31 00:00:00+08:00,CFFEX.IC2106,21
2021-06-01 00:00:00+08:00,CFFEX.IC2106,18
2021-06-02 00:00:00+08:00,CFFEX.IC2106,17
2021-06-03 00:00:00+08:00,CFFEX.IC2106,16
2021-06-04 00:00:00+08:00,CFFEX.IC2106,15
2021-06-07 00:00:00+08:00,CFFEX.IC2106,14
2021-06-08 00:00:00+08:00,CFFEX.IC2106,11
2021-06-09 00:00:00+08:00,CFFEX.IC2106,10
2021-06-10 00:00:00+08:00,CFFEX.IC2106,9
2021-06-11 00:00:00+08:00,CFFEX.IC2106,8
2021-06-15 00:00:00+08:00,CFFEX.IC2106,4
2021-06-16 00:00:00+08:00,CFFEX.IC2106,3
2021-06-17 00:00:00+08:00,CFFEX.IC2107,30
2021-06-18 00:00:00+08:00,CFFEX.IC2107,29
2021-06-21 00:00:00+08:00,CFFEX.IC2107,28
2021-06-22 00:00:00+08:00,CFFEX.IC2107,25
2021-06-23 00:00:00+08:00,CFFEX.IC2107,24
2021-06-24 00:00:00+08:00,CFFEX.IC2107,23
2021-06-25 00:00:00+08:00,CFFEX.IC2107,22
2021-06-28 00:00:00+08:00,CFFEX.IC2107,21
2021-06-29 00:00:00+08:00,CFFEX.IC2107,18
2021-06-30 00:00:00+08:00,CFFEX.IC2107,17
2021-07-01 00:00:00+08:00,CFFEX.IC2107,16
2021-07-02 00:00:00+08:00,CFFEX.IC2107,15
2021-07-05 00:00:00+08:00,CFFEX.IC2107,14
2021-07-06 00:00:00+08:00,CFFEX.IC2107,11
2021-07-07 00:00:00+08:00,CFFEX.IC2107,10
2021-07-08 00:00:00+08:00,CFFEX.IC2107,9
2021-07-09 00:00:00+08:00,CFFEX.IC2107,8
2021-07-12 00:00:00+08:00,CFFEX.IC2107,7
2021-07-13 00:00:00+08:00,CFFEX.IC2107,4
2021-07-14 00:00:00+08:00,CFFEX.IC2107,3
2021-07-15 00:00:00+08:00,CFFEX.IC2108,37
2021-07-16 00:00:00+08:00,CFFEX.IC2108,36
2021-07-19 00:00:00+08:00,CFFEX.IC2108,35
2021-07-20 00:00:00+08:00,CFFEX.IC2108,32
2021-07-21 00:00:00+08:00,CFFEX.IC2108,31
2021-07-22 00:00:00+08:00,CFFEX.IC2108,30
2021-07-23 00:00:00+08:00,CFFEX.IC2108,29
2021-07-26 00:00:00+08:00,CFFEX.IC2108,28
2021-07-27 00:00:00+08:00,CFFEX.IC2108,25
2021-07-28 00:00:00+08:00,CFFEX.IC2108,24
2021-07-29 00:00:00+08:00,CFFEX.IC2108,23
2021-07-30 00:00:00+08:00,CFFEX.IC2108,22
2021-08-02 00:00:00+08:00,CFFEX.IC2108,21
2021-08-03 00:00:00+08:00,CFFEX.IC2108,18
2021-08-04 00:00:00+08:00,CFFEX.IC2108,17
2021-08-05 00:00:00+08:00,CFFEX.IC2108,16
2021-08-06 00:00:00+08:00,CFFEX.IC2108,15
2021-08-09 00:00:00+08:00,CFFEX.IC2108,14
2021-08-10 00:00:00+08:00,CFFEX.IC2108,11
2021-08-11 00:00:00+08:00,CFFEX.IC2108,10
2021-08-12 00:00:00+08:00,CFFEX.IC2108,9
2021-08-13 00:00:00+08:00,CFFEX.IC2108,8
2021-08-16 00:00:00+08:00,CFFEX.IC2108,7
2021-08-17 00:00:00+08:00,CFFEX.IC2108,4
2021-08-18 00:00:00+08:00,CFFEX.IC2108,3
2021-08-19 00:00:00+08:00,CFFEX.IC2109,30
2021-08-20 00:00:00+08:00,CFFEX.IC2109,29
2021-08-23 00:00:00+08:00,CFFEX.IC2109,28
2021-08-24 00:00:00+08:00,CFFEX.IC2109,25
2021-08-25 00:00:00+08:00,CFFEX.IC2109,24
2021-08-26 00:00:00+08:00,CFFEX.IC2109,23
2021-08-27 00:00:00+08:00,CFFEX.IC2109,22
2021-08-30 00:00:00+08:00,CFFEX.IC2109,21
2021-08-31 00:00:00+08:00,CFFEX.IC2109,18
2021-09-01 00:00:00+08:00,CFFEX.IC2109,17
2021-09-02 00:00:00+08:00,CFFEX.IC2109,16
2021-09-03 00:00:00+08:00,CFFEX.IC2109,15
2021-09-06 00:00:00+08:00,CFFEX.IC2109,14
2021-09-07 00:00:00+08:00,CFFEX.IC2109,11
2021-09-08 00:00:00+08:00,CFFEX.IC2109,10
2021-09-09 00:00:00+08:00,CFFEX.IC2109,9
2021-09-10 00:00:00+08:00,CFFEX.IC2109,8
2021-09-13 00:00:00+08:00,CFFEX.IC2109,7
2021-09-14 00:00:00+08:00,CFFEX.IC2109,4
2021-09-15 00:00:00+08:00,CFFEX.IC2109,3
2021-09-16 00:00:00+08:00,CFFEX.IC2110,30
2021-09-17 00:00:00+08:00,CFFEX.IC2110,29
2021-09-22 00:00:00+08:00,CFFEX.IC2110,24
2021-09-23 00:00:00+08:00,CFFEX.IC2110,23
2021-09-24 00:00:00+08:00,CFFEX.IC2110,22
